condition,support_bin,n_branches,n_correct,mean_support,p_correct,ci_low,ci_high
ils=high|length=1600|model=hky,"[0.9,0.95)",15,4,0.9297333333333333,0.26666666666666666,0.1089727610318281,0.5195088965768675
ils=high|length=1600|model=hky,"[0.95,0.99)",29,17,0.9767931034482757,0.5862068965517241,0.40737528478515245,0.7448706472035449
ils=high|length=1600|model=hky,"[0.99,1]",217,191,0.9992027649769585,0.880184331797235,0.8302322489623633,0.9169095938788405
ils=high|length=1600|model=hky_g4,"[0,0.5)",101,19,0.34453465346534656,0.18811881188118812,0.12387028698950667,0.2752232026176721
ils=high|length=1600|model=hky_g4,"[0.5,0.7)",13,6,0.5901538461538463,0.46153846153846156,0.2320575430148814,0.7085656756816796
ils=high|length=1600|model=hky_g4,"[0.7,0.9)",29,21,0.8240000000000001,0.7241379310344828,0.5428252365556403,0.8530141866149725
ils=high|length=1600|model=hky_g4,"[0.9,0.95)",15,15,0.9274,1.0,0.7961107336956521,1
ils=high|length=1600|model=hky_g4,"[0.95,0.99)",35,31,0.9749428571428571,0.8857142857142857,0.7404820521187976,0.9546489414551025
ils=high|length=1600|model=hky_g4,"[0.99,1]",167,167,0.9991796407185629,1.0,0.977513673484678,0.9999999999999999
ils=high|length=1600|model=jc,"[0,0.5)",76,20,0.3330263157894737,0.2631578947368421,0.1772926637089946,0.371814568610999
ils=high|length=1600|model=jc,"[0.5,0.7)",5,2,0.5942000000000001,0.4,0.1176182311592533,0.769280067791163
ils=high|length=1600|model=jc,"[0.7,0.9)",20,7,0.7890499999999999,0.35,0.18118954786794464,0.5671494897805354
ils=high|length=1600|model=jc,"[0.9,0.95)",7,2,0.9311428571428572,0.2857142857142857,0.0822171657090155,0.6410709098517873
ils=high|length=1600|model=jc,"[0.95,0.99)",32,21,0.97434375,0.65625,0.4831077350878594,0.7958976664567146
ils=high|length=1600|model=jc,"[0.99,1]",220,193,0.9990727272727272,0.8772727272727273,0.8273273628818703,0.9142684798926632
ils=low|length=1600|model=gtr,"[0,0.5)",83,21,0.33465060240963856,0.25301204819277107,0.1718510550063121,0.3560249859694415
ils=low|length=1600|model=gtr,"[0.5,0.7)",6,2,0.6106666666666667,0.3333333333333333,0.09676933255921683,0.7000116786584712
ils=low|length=1600|model=gtr,"[0.7,0.9)",10,3,0.8160000000000001,0.3,0.10778928748621183,0.6032267800204347
ils=low|length=1600|model=gtr,"[0.9,0.95)",8,4,0.93,0.5,0.21521252682444186,0.7847874731755582
ils=low|length=1600|model=gtr,"[0.95,0.99)",25,19,0.97976,0.76,0.5656994004476144,0.8850384226967327
ils=low|length=1600|model=gtr,"[0.99,1]",228,209,0.999157894736842,0.9166666666666666,0.8735213081525629,0.9460037468850143
ils=low|length=1600|model=gtr_g4,"[0,0.5)",108,34,0.3463703703703704,0.3148148148148148,0.234864190343351,0.40748713510263684
ils=low|length=1600|model=gtr_g4,"[0.5,0.7)",13,10,0.5688461538461538,0.7692307692307693,0.49743126004873084,0.918206209075343
ils=low|length=1600|model=gtr_g4,"[0.7,0.9)",17,15,0.820235294117647,0.8823529411764706,0.6566315750229009,0.967120919987079
ils=low|length=1600|model=gtr_g4,"[0.9,0.95)",10,9,0.9292,0.9,0.5958436145024278,0.9821242504842788
ils=low|length=1600|model=gtr_g4,"[0.95,0.99)",27,25,0.9744444444444444,0.9259259259259259,0.7663002270926937,0.9794457783026165
ils=low|length=1600|model=gtr_g4,"[0.99,1]",185,185,0.9991945945945946,1.0,0.9796570247233661,1
ils=low|length=1600|model=hky,"[0,0.5)",84,25,0.33672619047619046,0.2976190476190476,0.21044679186262583,0.40249286315276545
ils=low|length=1600|model=hky,"[0.5,0.7)",6,1,0.6456666666666667,0.16666666666666666,0.03005258587173032,0.563509436563646
ils=low|length=1600|model=hky,"[0.7,0.9)",9,3,0.7981111111111111,0.3333333333333333,0.12058159868274293,0.6458026525009102
ils=low|length=1600|model=hky,"[0.9,0.95)",7,4,0.9257142857142858,0.5714285714285714,0.2504542304090258,0.8417830777373732
ils=low|length=1600|model=hky,"[0.95,0.99)",28,22,0.9798214285714285,0.7857142857142857,0.6046105292072612,0.8978767829881058
ils=low|length=1600|model=hky,"[0.99,1]",226,206,0.9991858407079646,0.911504424778761,0.8672696232619951,0.9419833579215678
ils=low|length=1600|model=hky_g4,"[0,0.5)",109,34,0.3482018348623853,0.3119266055045872,0.23260984308346908,0.40404897777692284
ils=low|length=1600|model=hky_g4,"[0.5,0.7)",13,10,0.5784615384615385,0.7692307692307693,0.49743126004873084,0.918206209075343
ils=low|length=1600|model=hky_g4,"[0.7,0.9)",15,13,0.8198666666666666,0.8666666666666667,0.6211750079348376,0.9626395301086407
ils=low|length=1600|model=hky_g4,"[0.9,0.95)",10,9,0.9277,0.9,0.5958436145024278,0.9821242504842788
ils=low|length=1600|model=hky_g4,"[0.95,0.99)",31,29,0.9748387096774194,0.9354838709677419,0.7928101168125354,0.9821255922249368
ils=low|length=1600|model=hky_g4,"[0.99,1]",182,182,0.9993076923076922,1.0,0.9793286325558971,1
ils=low|length=1600|model=jc,"[0,0.5)",83,20,0.33503614457831327,0.24096385542168675,0.1617462229721785,0.34309938097800213
ils=low|length=1600|model=jc,"[0.5,0.7)",5,3,0.61,0.6,0.23071993220883708,0.8823817688407467
ils=low|length=1600|model=jc,"[0.7,0.9)",13,6,0.8077692307692307,0.46153846153846156,0.2320575430148814,0.7085656756816796
ils=low|length=1600|model=jc,"[0.9,0.95)",6,3,0.9303333333333333,0.5,0.18761280689940868,0.8123871931005913
ils=low|length=1600|model=jc,"[0.95,0.99)",24,20,0.98075,0.8333333333333334,0.6414652961213058,0.9332143199927109
ils=low|length=1600|model=jc,"[0.99,1]",229,209,0.999240174672489,0.9126637554585153,0.8689574902352812,0.9427531319215843
