condition,support_bin,n_branches,n_correct,mean_support,p_correct,ci_low,ci_high
ils=low|length=800|model=hky,"[0.9,0.95)",341,141,0.9272697947214077,0.41348973607038125,0.36246691908837675,0.4664400341330444
ils=low|length=800|model=hky,"[0.95,0.99)",704,356,0.9734801136363636,0.5056818181818182,0.46881857114553566,0.542483392457621
ils=low|length=800|model=hky,"[0.99,1]",6126,5461,0.9993752856676461,0.8914462944825334,0.8834095509810935,0.8989923955879662
ils=low|length=800|model=hky_g4,"[0,0.5)",1947,605,0.37079815100154084,0.3107344632768362,0.2905669700276425,0.33164736044388327
ils=low|length=800|model=hky_g4,"[0.5,0.7)",766,468,0.5940613577023498,0.6109660574412533,0.5759683062781282,0.6448563412857344
ils=low|length=800|model=hky_g4,"[0.7,0.9)",740,553,0.8088689189189189,0.7472972972972973,0.7147643386923369,0.7772759021331291
ils=low|length=800|model=hky_g4,"[0.9,0.95)",288,255,0.9257152777777777,0.8854166666666666,0.8434487461089005,0.9172378729337581
ils=low|length=800|model=hky_g4,"[0.95,0.99)",583,545,0.9734373927958834,0.934819897084048,0.9117998496111113,0.9521470825763818
ils=low|length=800|model=hky_g4,"[0.99,1]",4636,4607,0.9993449094046591,0.9937446074201898,0.9910306106202397,0.9956410033417541
ils=low|length=800|model=jc,"[0,0.5)",718,108,0.34725766016713094,0.15041782729805014,0.12613321376700748,0.1784233537680307
ils=low|length=800|model=jc,"[0.5,0.7)",394,145,0.6060583756345178,0.3680203045685279,0.32188739417345436,0.41670203438303643
ils=low|length=800|model=jc,"[0.7,0.9)",637,242,0.8136781789638933,0.37990580847723704,0.3430396326744563,0.41821182166308984
ils=low|length=800|model=jc,"[0.9,0.95)",318,133,0.9281698113207547,0.41823899371069184,0.3653146722881175,0.47311516400402126
ils=low|length=800|model=jc,"[0.95,0.99)",689,346,0.9743686502177069,0.502177068214804,0.46493397109019974,0.5393960229517284
ils=low|length=800|model=jc,"[0.99,1]",6204,5500,0.9993544487427466,0.8865248226950354,0.8783919203380799,0.8941793385677528
