condition,ils,replicate,sequence_length,analysis_model,n_branches,n_supported_branches,n_missing_support,branch_error_rate,brier_score,expected_calibration_error,p_wrong_given_support_ge_0.95,p_wrong_given_support_ge_0.99,n_support_ge_0.95,n_support_ge_0.99
ils=high|rep=03|length=800|model=hky,high,3,800,hky,900,576,324,0.35,0.25962507118055556,0.2673767361111112,0.20489977728285078,0.1561712846347607,449,397
ils=high|rep=03|length=800|model=hky_g4,high,3,800,hky_g4,900,648,252,0.19,0.09495148456790124,0.01869753086419752,0.0056179775280898875,0.003194888178913738,356,313
ils=high|rep=03|length=800|model=jc,high,3,800,jc,900,900,0,0.31777777777777777,0.26719025,0.2719877777777777,0.23236514522821577,0.1875993640699523,723,629
ils=high|rep=04|length=800|model=gtr,high,4,800,gtr,900,900,0,0.2644444444444444,0.16487604555555554,0.1592811111111111,0.09180327868852459,0.03766478342749529,610,531
ils=high|rep=04|length=800|model=gtr_g4,high,4,800,gtr_g4,900,900,0,0.25333333333333335,0.11299182222222222,0.02526444444444444,0.013636363636363636,0.005208333333333333,440,384
ils=high|rep=04|length=800|model=hky,high,4,800,hky,900,900,0,0.2644444444444444,0.16766996444444443,0.16057777777777782,0.09836065573770492,0.044859813084112146,610,535
ils=high|rep=04|length=800|model=hky_g4,high,4,800,hky_g4,900,900,0,0.2544444444444444,0.11413154777777779,0.03507222222222221,0.0136986301369863,0.007853403141361256,438,382
ils=high|rep=04|length=800|model=jc,high,4,800,jc,900,900,0,0.26555555555555554,0.17457607444444445,0.16954111111111117,0.09787928221859707,0.06679035250463822,613,539
ils=high|rep=05|length=800|model=gtr,high,5,800,gtr,900,900,0,0.20333333333333334,0.13284292666666667,0.13475111111111107,0.0815450643776824,0.03739837398373984,699,615
ils=high|rep=05|length=800|model=gtr_g4,high,5,800,gtr_g4,900,900,0,0.1711111111111111,0.09534440111111112,0.02530333333333331,0.007692307692307693,0.006521739130434782,520,460
ils=high|rep=05|length=800|model=hky,high,5,800,hky,900,900,0,0.20444444444444446,0.1333639288888889,0.13584000000000007,0.08534850640113797,0.04032258064516129,703,620
ils=high|rep=05|length=800|model=hky_g4,high,5,800,hky_g4,900,900,0,0.1711111111111111,0.09402116111111111,0.023603333333333386,0.007662835249042145,0.006507592190889371,522,461
ils=high|rep=05|length=800|model=jc,high,5,800,jc,900,900,0,0.20555555555555555,0.14557529888888887,0.14212555555555553,0.09312320916905444,0.05152979066022544,698,621
ils=high|rep=06|length=800|model=gtr,high,6,800,gtr,900,900,0,0.19333333333333333,0.15326456555555557,0.1486366666666667,0.10785619174434088,0.07602339181286549,751,684
ils=high|rep=06|length=800|model=gtr_g4,high,6,800,gtr_g4,900,900,0,0.17555555555555555,0.08501826666666668,0.014511111111111079,0.007326007326007326,0.004123711340206186,546,485
ils=high|rep=06|length=800|model=hky,high,6,800,hky,900,900,0,0.19333333333333333,0.15442329000000002,0.14835000000000012,0.10575635876840696,0.07782672540381791,747,681
ils=high|rep=06|length=800|model=hky_g4,high,6,800,hky_g4,900,900,0,0.17222222222222222,0.08646454555555555,0.013081111111111068,0.005484460694698354,0.004140786749482402,547,483
ils=high|rep=06|length=800|model=jc,high,6,800,jc,900,900,0,0.1988888888888889,0.16035213666666667,0.15739888888888898,0.10887096774193548,0.0783744557329463,744,689
ils=high|rep=07|length=800|model=gtr,high,7,800,gtr,900,900,0,0.3111111111111111,0.26465412555555556,0.2680344444444445,0.2296195652173913,0.18111455108359134,736,646
ils=high|rep=07|length=800|model=gtr_g4,high,7,800,gtr_g4,900,900,0,0.1811111111111111,0.08720176222222223,0.0071911111111111,0.007751937984496124,0.004545454545454545,516,440
ils=high|rep=07|length=800|model=hky,high,7,800,hky,900,900,0,0.30666666666666664,0.2593239822222222,0.26293555555555553,0.22496570644718794,0.17370892018779344,729,639
ils=high|rep=07|length=800|model=hky_g4,high,7,800,hky_g4,900,900,0,0.17777777777777778,0.08770410444444444,0.013364444444444451,0.007707129094412331,0.004555808656036446,519,439
ils=high|rep=07|length=800|model=jc,high,7,800,jc,900,900,0,0.3111111111111111,0.2661679877777778,0.2710788888888889,0.24197860962566844,0.18364197530864199,748,648
ils=high|rep=08|length=800|model=gtr,high,8,800,gtr,900,900,0,0.20555555555555555,0.1702224788888889,0.16947,0.13060686015831136,0.09734513274336283,758,678
ils=high|rep=08|length=800|model=gtr_g4,high,8,800,gtr_g4,900,900,0,0.14222222222222222,0.07401520666666667,0.021217777777777738,0.00528169014084507,0.003968253968253968,568,504
ils=high|rep=08|length=800|model=hky,high,8,800,hky,900,900,0,0.20777777777777778,0.1720358833333333,0.17118333333333324,0.13570487483530963,0.09867452135493372,759,679
ils=high|rep=08|length=800|model=hky_g4,high,8,800,hky_g4,900,900,0,0.1388888888888889,0.07317321888888889,0.020889999999999992,0.003527336860670194,0.0039447731755424065,567,507
ils=high|rep=08|length=800|model=jc,high,8,800,jc,900,900,0,0.20555555555555555,0.17051824777777777,0.16763666666666663,0.12967914438502673,0.09691629955947137,748,681
ils=high|rep=09|length=800|model=gtr,high,9,800,gtr,900,900,0,0.3466666666666667,0.29462368666666666,0.2963622222222223,0.25742574257425743,0.18430034129692832,707,586
ils=high|rep=09|length=800|model=gtr_g4,high,9,800,gtr_g4,900,900,0,0.1922222222222222,0.11178080333333333,0.03955888888888886,0.026422764227642278,0.01715686274509804,492,408
ils=high|rep=09|length=800|model=hky,high,9,800,hky,900,900,0,0.3411111111111111,0.2846769666666667,0.28732,0.24675324675324675,0.18305084745762712,693,590
ils=high|rep=09|length=800|model=hky_g4,high,9,800,hky_g4,900,900,0,0.19777777777777777,0.11074982,0.029513333333333332,0.024489795918367346,0.01715686274509804,490,408
ils=high|rep=09|length=800|model=jc,high,9,800,jc,900,900,0,0.3411111111111111,0.29294654555555555,0.2922388888888888,0.26842837273991654,0.19198664440734559,719,599
ils=high|rep=10|length=800|model=gtr,high,10,800,gtr,900,900,0,0.15555555555555556,0.11030239222222223,0.08483222222222223,0.06051873198847262,0.04075235109717868,694,638
ils=high|rep=10|length=800|model=gtr_g4,high,10,800,gtr_g4,900,900,0,0.14444444444444443,0.08306079222222222,0.021687777777777785,0.0071301247771836,0.005893909626719057,561,509
ils=high|rep=10|length=800|model=hky,high,10,800,hky,900,900,0,0.14888888888888888,0.10692044666666667,0.07770000000000003,0.055873925501432664,0.03426791277258567,698,642
ils=high|rep=10|length=800|model=hky_g4,high,10,800,hky_g4,900,900,0,0.14444444444444443,0.08316677222222221,0.01933888888888891,0.0071174377224199285,0.003952569169960474,562,506
ils=high|rep=10|length=800|model=jc,high,10,800,jc,900,900,0,0.16555555555555557,0.11342465777777778,0.09791111111111118,0.05832147937411095,0.0390015600624025,703,641
ils=low|rep=01|length=800|model=gtr,low,1,800,gtr,900,860,40,0.6033333333333334,0.12607966162790699,0.15614767441860464,0.06779661016949153,0.05405405405405406,295,259
ils=low|rep=01|length=800|model=gtr_g4,low,1,800,gtr_g4,900,860,40,0.6077777777777778,0.1256197046511628,0.1587837209302326,0.06028368794326241,0.03940886699507389,282,203
ils=low|rep=01|length=800|model=hky,low,1,800,hky,900,860,40,0.5966666666666667,0.12823379651162792,0.1496127906976744,0.06711409395973154,0.04961832061068702,298,262
ils=low|rep=01|length=800|model=hky_g4,low,1,800,hky_g4,900,860,40,0.5966666666666667,0.1270786569767442,0.147703488372093,0.06007067137809187,0.03271028037383177,283,214
ils=low|rep=01|length=800|model=jc,low,1,800,jc,900,860,40,0.61,0.12713782093023257,0.15891162790697672,0.07094594594594594,0.05925925925925926,296,270
ils=low|rep=02|length=800|model=gtr,low,2,800,gtr,900,900,0,0.28888888888888886,0.2426051888888889,0.24213333333333334,0.20055325034578148,0.15683229813664595,723,644
ils=low|rep=02|length=800|model=gtr_g4,low,2,800,gtr_g4,900,900,0,0.18333333333333332,0.08990764666666667,0.027073333333333373,0.010968921389396709,0.008048289738430584,547,497
ils=low|rep=02|length=800|model=hky,low,2,800,hky,900,900,0,0.29,0.24053285666666666,0.24228111111111114,0.19888734353268428,0.16012558869701726,719,637
ils=low|rep=02|length=800|model=hky_g4,low,2,800,hky_g4,900,900,0,0.18222222222222223,0.09027497666666666,0.023776666666666696,0.009191176470588236,0.008064516129032258,544,496
ils=low|rep=02|length=800|model=jc,low,2,800,jc,900,900,0,0.2822222222222222,0.2356409011111111,0.2357011111111111,0.1950207468879668,0.15336463223787167,723,639
ils=low|rep=03|length=800|model=gtr,low,3,800,gtr,900,900,0,0.27111111111111114,0.23061346222222223,0.23411333333333326,0.19117647058823528,0.1325115562403698,748,649
ils=low|rep=03|length=800|model=gtr_g4,low,3,800,gtr_g4,900,900,0,0.17333333333333334,0.08684937333333333,0.013442222222222255,0.01079136690647482,0.008113590263691683,556,493
ils=low|rep=03|length=800|model=hky,low,3,800,hky,900,900,0,0.27,0.23322477111111112,0.23564888888888888,0.1986754966887417,0.13282442748091602,755,655
ils=low|rep=03|length=800|model=hky_g4,low,3,800,hky_g4,900,900,0,0.17444444444444446,0.08610343666666667,0.01736333333333332,0.010810810810810811,0.008064516129032258,555,496
ils=low|rep=03|length=800|model=jc,low,3,800,jc,900,900,0,0.27666666666666667,0.24362748,0.24261333333333326,0.20238095238095238,0.14792899408284024,756,676
ils=low|rep=04|length=800|model=gtr,low,4,800,gtr,900,900,0,0.3477777777777778,0.22728019444444444,0.2347633333333333,0.1708542713567839,0.11764705882352941,597,510
ils=low|rep=04|length=800|model=gtr_g4,low,4,800,gtr_g4,900,900,0,0.3188888888888889,0.1380185511111111,0.08082666666666664,0.025821596244131457,0.01358695652173913,426,368
ils=low|rep=04|length=800|model=hky,low,4,800,hky,900,900,0,0.34444444444444444,0.22123766444444445,0.23005333333333333,0.16470588235294117,0.10826771653543307,595,508
ils=low|rep=04|length=800|model=hky_g4,low,4,800,hky_g4,900,900,0,0.3188888888888889,0.13610801333333333,0.07960666666666663,0.028037383177570093,0.01084010840108401,428,369
ils=low|rep=04|length=800|model=jc,low,4,800,jc,900,900,0,0.3411111111111111,0.2303184788888889,0.23581000000000008,0.1724137931034483,0.11538461538461539,609,520
ils=low|rep=05|length=800|model=gtr,low,5,800,gtr,900,900,0,0.2222222222222222,0.15609894222222223,0.1492533333333333,0.10632183908045977,0.06570512820512821,696,624
ils=low|rep=05|length=800|model=gtr_g4,low,5,800,gtr_g4,900,900,0,0.20222222222222222,0.09476992777777778,0.02899444444444444,0.0111731843575419,0.004246284501061571,537,471
ils=low|rep=05|length=800|model=hky,low,5,800,hky,900,900,0,0.22,0.15315864777777777,0.1460166666666666,0.10549132947976879,0.0679304897314376,692,633
ils=low|rep=05|length=800|model=hky_g4,low,5,800,hky_g4,900,900,0,0.2,0.09544225777777778,0.025566666666666668,0.013059701492537313,0.00425531914893617,536,470
ils=low|rep=05|length=800|model=jc,low,5,800,jc,900,900,0,0.22,0.1606088833333333,0.15327888888888894,0.10906515580736544,0.06885758998435054,706,639
ils=low|rep=06|length=800|model=gtr,low,6,800,gtr,900,900,0,0.16777777777777778,0.1365874811111111,0.12948777777777767,0.10635538261997406,0.08555399719495091,771,713
ils=low|rep=06|length=800|model=gtr_g4,low,6,800,gtr_g4,900,900,0,0.12555555555555556,0.07211535666666666,0.02385666666666671,0.0033783783783783786,0.0,592,543
ils=low|rep=06|length=800|model=hky,low,6,800,hky,900,900,0,0.16777777777777778,0.13609471444444443,0.13025,0.10430247718383312,0.08028169014084507,767,710
ils=low|rep=06|length=800|model=hky_g4,low,6,800,hky_g4,900,900,0,0.13111111111111112,0.07327634555555555,0.016776666666666665,0.003355704697986577,0.0,596,545
ils=low|rep=06|length=800|model=jc,low,6,800,jc,900,900,0,0.17666666666666667,0.14498010555555554,0.1411033333333333,0.11523687580025609,0.091164095371669,781,713
ils=low|rep=07|length=800|model=gtr,low,7,800,gtr,900,900,0,0.3,0.25076770111111113,0.2609788888888889,0.21390374331550802,0.17365269461077845,748,668
ils=low|rep=07|length=800|model=gtr_g4,low,7,800,gtr_g4,900,900,0,0.15555555555555556,0.08574319222222222,0.02148999999999998,0.011090573012939002,0.006369426751592357,541,471
ils=low|rep=07|length=800|model=hky,low,7,800,hky,900,900,0,0.2911111111111111,0.24882550555555558,0.25231666666666663,0.21589403973509932,0.16964285714285715,755,672
ils=low|rep=07|length=800|model=hky_g4,low,7,800,hky_g4,900,900,0,0.15666666666666668,0.08479722666666667,0.020280000000000003,0.01107011070110701,0.008438818565400843,542,474
ils=low|rep=07|length=800|model=jc,low,7,800,jc,900,900,0,0.29444444444444445,0.25703186888888885,0.2601288888888889,0.22119205298013245,0.18459302325581395,755,688
ils=low|rep=08|length=800|model=gtr,low,8,800,gtr,900,900,0,0.18222222222222223,0.1502795411111111,0.14791666666666667,0.10718954248366012,0.08096590909090909,765,704
ils=low|rep=08|length=800|model=gtr_g4,low,8,800,gtr_g4,900,900,0,0.13444444444444445,0.07238514333333333,0.013894444444444497,0.0016722408026755853,0.0,598,547
ils=low|rep=08|length=800|model=hky,low,8,800,hky,900,900,0,0.17555555555555555,0.14507257888888891,0.13988555555555557,0.10677083333333333,0.07909604519774012,768,708
ils=low|rep=08|length=800|model=hky_g4,low,8,800,hky_g4,900,900,0,0.13333333333333333,0.07163585333333333,0.016677777777777795,0.0016722408026755853,0.0,598,547
ils=low|rep=08|length=800|model=jc,low,8,800,jc,900,900,0,0.18222222222222223,0.14586259555555553,0.1464244444444444,0.10663198959687907,0.08123249299719888,769,714
ils=low|rep=09|length=800|model=gtr,low,9,800,gtr,900,900,0,0.31,0.26705261,0.2746611111111112,0.23753280839895013,0.1861152141802068,762,677
ils=low|rep=09|length=800|model=gtr_g4,low,9,800,gtr_g4,900,900,0,0.17666666666666667,0.08687457222222222,0.012458888888888868,0.012797074954296161,0.006224066390041493,547,482
ils=low|rep=09|length=800|model=hky,low,9,800,hky,900,900,0,0.31,0.26966867333333333,0.2733244444444444,0.2378449408672799,0.18436578171091444,761,678
ils=low|rep=09|length=800|model=hky_g4,low,9,800,hky_g4,900,900,0,0.17777777777777778,0.08795124555555556,0.018978888888888875,0.012867647058823529,0.00625,544,480
ils=low|rep=09|length=800|model=jc,low,9,800,jc,900,900,0,0.3022222222222222,0.2577786011111111,0.2631522222222223,0.234375,0.17673048600883653,768,679
ils=low|rep=10|length=800|model=gtr,low,10,800,gtr,900,900,0,0.11888888888888889,0.07604640222222223,0.054691111111111176,0.03611111111111111,0.0196078431372549,720,663
ils=low|rep=10|length=800|model=gtr_g4,low,10,800,gtr_g4,900,900,0,0.12111111111111111,0.07136939222222223,0.024927777777777757,0.008417508417508417,0.003676470588235294,594,544
ils=low|rep=10|length=800|model=hky,low,10,800,hky,900,900,0,0.12111111111111111,0.07532512333333333,0.05730555555555553,0.03194444444444444,0.0196078431372549,720,663
ils=low|rep=10|length=800|model=hky_g4,low,10,800,hky_g4,900,900,0,0.11444444444444445,0.07108689777777778,0.02927111111111099,0.006745362563237774,0.001834862385321101,593,545
ils=low|rep=10|length=800|model=jc,low,10,800,jc,900,900,0,0.12111111111111111,0.08154644777777777,0.05958555555555556,0.04246575342465753,0.024024024024024024,730,666
