condition,ils,replicate,sequence_length,analysis_model,unweighted_nrf,contracted_unweighted_nrf,weighted_nrf,hybrid_weighted_nrf,delta_weighted_minus_unweighted,delta_weighted_minus_contracted,delta_hybrid_minus_unweighted,delta_hybrid_minus_contracted
ils=low|rep=01|length=200|model=gtr_g4,low,1,200,gtr_g4,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.05555555555555555,-0.16666666666666666,0.0,-0.16666666666666666,0.0
ils=low|rep=01|length=200|model=gtr,low,1,200,gtr,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.05555555555555555,-0.1111111111111111,0.0,-0.1111111111111111,0.0
ils=low|rep=01|length=200|model=hky_g4,low,1,200,hky_g4,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.05555555555555555,-0.1111111111111111,0.0,-0.1111111111111111,0.0
ils=low|rep=01|length=200|model=hky,low,1,200,hky,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.05555555555555555,-0.22222222222222224,0.0,-0.22222222222222224,0.0
ils=low|rep=01|length=200|model=jc,low,1,200,jc,0.2777777777777778,0.05555555555555555,0.05555555555555555,0.05555555555555555,-0.22222222222222224,0.0,-0.22222222222222224,0.0
ils=low|rep=02|length=200|model=gtr_g4,low,2,200,gtr_g4,0.0,0.1111111111111111,0.0,0.05555555555555555,0.0,-0.1111111111111111,0.05555555555555555,-0.05555555555555555
ils=low|rep=02|length=200|model=gtr,low,2,200,gtr,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0
ils=low|rep=02|length=200|model=hky_g4,low,2,200,hky_g4,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.0,-0.1111111111111111,0.0,-0.1111111111111111
ils=low|rep=02|length=200|model=hky,low,2,200,hky,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0
ils=low|rep=02|length=200|model=jc,low,2,200,jc,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.1111111111111111,-0.05555555555555555,0.05555555555555555,-0.05555555555555555,0.05555555555555555
ils=low|rep=03|length=200|model=gtr_g4,low,3,200,gtr_g4,0.0,0.05555555555555555,0.0,0.0,0.0,-0.05555555555555555,0.0,-0.05555555555555555
ils=low|rep=03|length=200|model=gtr,low,3,200,gtr,0.1111111111111111,0.0,0.05555555555555555,0.05555555555555555,-0.05555555555555555,0.05555555555555555,-0.05555555555555555,0.05555555555555555
ils=low|rep=03|length=200|model=hky_g4,low,3,200,hky_g4,0.0,0.05555555555555555,0.0,0.0,0.0,-0.05555555555555555,0.0,-0.05555555555555555
ils=low|rep=03|length=200|model=hky,low,3,200,hky,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.05555555555555555,0.0,-0.05555555555555555,0.0
ils=low|rep=03|length=200|model=jc,low,3,200,jc,0.05555555555555555,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.0,-0.16666666666666666,0.0,-0.16666666666666666
ils=low|rep=04|length=200|model=gtr_g4,low,4,200,gtr_g4,0.2222222222222222,0.05555555555555555,0.2222222222222222,0.2222222222222222,0.0,0.16666666666666666,0.0,0.16666666666666666
ils=low|rep=04|length=200|model=gtr,low,4,200,gtr,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.0,0.05555555555555555,0.0,0.05555555555555555
ils=low|rep=04|length=200|model=hky_g4,low,4,200,hky_g4,0.2222222222222222,0.1111111111111111,0.16666666666666666,0.16666666666666666,-0.05555555555555555,0.05555555555555555,-0.05555555555555555,0.05555555555555555
ils=low|rep=04|length=200|model=hky,low,4,200,hky,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.0,0.05555555555555555,0.0,0.05555555555555555
ils=low|rep=04|length=200|model=jc,low,4,200,jc,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.0,0.05555555555555555,0.0,0.05555555555555555
ils=low|rep=05|length=200|model=gtr_g4,low,5,200,gtr_g4,0.0,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.05555555555555555,-0.1111111111111111,0.05555555555555555,-0.1111111111111111
ils=low|rep=05|length=200|model=gtr,low,5,200,gtr,0.1111111111111111,0.05555555555555555,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.0,0.05555555555555555
ils=low|rep=05|length=200|model=hky_g4,low,5,200,hky_g4,0.05555555555555555,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.0,-0.1111111111111111,0.0,-0.1111111111111111
ils=low|rep=05|length=200|model=hky,low,5,200,hky,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,-0.05555555555555555,0.0,-0.05555555555555555,0.0
ils=low|rep=05|length=200|model=jc,low,5,200,jc,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.1111111111111111,-0.1111111111111111,0.0,-0.1111111111111111,0.0
ils=low|rep=06|length=200|model=gtr_g4,low,6,200,gtr_g4,0.05555555555555555,0.05555555555555555,0.0,0.0,-0.05555555555555555,-0.05555555555555555,-0.05555555555555555,-0.05555555555555555
ils=low|rep=06|length=200|model=gtr,low,6,200,gtr,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.05555555555555555
ils=low|rep=06|length=200|model=hky_g4,low,6,200,hky_g4,0.05555555555555555,0.0,0.0,0.0,-0.05555555555555555,0.0,-0.05555555555555555,0.0
ils=low|rep=06|length=200|model=hky,low,6,200,hky,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.05555555555555555
ils=low|rep=06|length=200|model=jc,low,6,200,jc,0.0,0.05555555555555555,0.0,0.0,0.0,-0.05555555555555555,0.0,-0.05555555555555555
ils=low|rep=07|length=200|model=gtr_g4,low,7,200,gtr_g4,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0,-0.05555555555555555,0.0,-0.05555555555555555
ils=low|rep=07|length=200|model=gtr,low,7,200,gtr,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.0,0.05555555555555555,0.0
ils=low|rep=07|length=200|model=hky_g4,low,7,200,hky_g4,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.0
ils=low|rep=07|length=200|model=hky,low,7,200,hky,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0,-0.05555555555555555,0.0,-0.05555555555555555
ils=low|rep=07|length=200|model=jc,low,7,200,jc,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.0,0.05555555555555555,0.0,0.05555555555555555
ils=low|rep=08|length=200|model=gtr_g4,low,8,200,gtr_g4,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.0
ils=low|rep=08|length=200|model=gtr,low,8,200,gtr,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.0,0.0,-0.05555555555555555,-0.05555555555555555,-0.1111111111111111
ils=low|rep=08|length=200|model=hky_g4,low,8,200,hky_g4,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.0,0.05555555555555555,0.0
ils=low|rep=08|length=200|model=hky,low,8,200,hky,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.0,-0.05555555555555555,0.0,-0.05555555555555555
ils=low|rep=08|length=200|model=jc,low,8,200,jc,0.1111111111111111,0.05555555555555555,0.05555555555555555,0.05555555555555555,-0.05555555555555555,0.0,-0.05555555555555555,0.0
ils=low|rep=09|length=200|model=gtr_g4,low,9,200,gtr_g4,0.2222222222222222,0.1111111111111111,0.16666666666666666,0.16666666666666666,-0.05555555555555555,0.05555555555555555,-0.05555555555555555,0.05555555555555555
ils=low|rep=09|length=200|model=gtr,low,9,200,gtr,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0
ils=low|rep=09|length=200|model=hky_g4,low,9,200,hky_g4,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.16666666666666666,-0.1111111111111111,0.0,-0.05555555555555555,0.05555555555555555
ils=low|rep=09|length=200|model=hky,low,9,200,hky,0.2222222222222222,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.0,0.05555555555555555,0.0,0.05555555555555555
ils=low|rep=09|length=200|model=jc,low,9,200,jc,0.16666666666666666,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.0,-0.05555555555555555,0.0,-0.05555555555555555
ils=low|rep=10|length=200|model=gtr_g4,low,10,200,gtr_g4,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.0,0.05555555555555555
ils=low|rep=10|length=200|model=gtr,low,10,200,gtr,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0,0.05555555555555555,0.0,0.05555555555555555
