condition,support_bin,n_branches,n_correct,mean_support,p_correct,ci_low,ci_high
ils=high|length=200|model=jc,"[0.7,0.9)",1591,461,0.8089999999999999,0.28975487115022,0.26799084608186413,0.3125317587962629
ils=high|length=200|model=jc,"[0.9,0.95)",701,258,0.9261041369472182,0.3680456490727532,0.3331531499435884,0.4043765304839005
ils=high|length=200|model=jc,"[0.95,0.99)",1111,513,0.9728217821782179,0.46174617461746176,0.4326129531899234,0.491143031516783
ils=high|length=200|model=jc,"[0.99,1]",2901,2355,0.9983774560496381,0.811789038262668,0.7971559847155356,0.8255974211844623
ils=low|length=200|model=gtr,"[0,0.5)",1104,167,0.3662201086956522,0.151268115942029,0.1313430730518265,0.1736117147084454
ils=low|length=200|model=gtr,"[0.5,0.7)",885,204,0.6064994350282485,0.2305084745762712,0.20396088563472595,0.2593855643964157
ils=low|length=200|model=gtr,"[0.7,0.9)",1471,474,0.8122019034670293,0.3222297756628144,0.2988372814047022,0.34654836543357515
ils=low|length=200|model=gtr,"[0.9,0.95)",627,227,0.9265215311004784,0.3620414673046252,0.32536872071207756,0.40039445026459874
ils=low|length=200|model=gtr,"[0.95,0.99)",1033,503,0.973377541142304,0.48693126815101645,0.4565552892169985,0.5174040889560994
ils=low|length=200|model=gtr,"[0.99,1]",3394,2913,0.9986278727165586,0.8582793164407778,0.8461402918125353,0.8696081998181516
ils=low|length=200|model=gtr_g4,"[0,0.5)",2691,647,0.36820289855072463,0.24043106651802304,0.22466187308244406,0.25694031088265423
ils=low|length=200|model=gtr_g4,"[0.5,0.7)",1202,525,0.5955815307820299,0.4367720465890183,0.4089777559446037,0.4649692035897165
ils=low|length=200|model=gtr_g4,"[0.7,0.9)",1207,720,0.8035932062966031,0.5965202982601492,0.5685788765816373,0.6238492659598811
ils=low|length=200|model=gtr_g4,"[0.9,0.95)",413,310,0.9255665859564165,0.7506053268765133,0.706696044881719,0.7898954661382942
ils=low|length=200|model=gtr_g4,"[0.95,0.99)",744,623,0.9732701612903225,0.8373655913978495,0.8091265058109094,0.8621386391074799
ils=low|length=200|model=gtr_g4,"[0.99,1]",2257,2167,0.9985587062472308,0.9601240584847143,0.9512387508226637,0.96744568952026
ils=low|length=200|model=hky,"[0,0.5)",1110,170,0.36642522522522525,0.15315315315315314,0.13316564135762132,0.17553318978677113
ils=low|length=200|model=hky,"[0.5,0.7)",889,215,0.6076794150731158,0.24184476940382452,0.2148458643705224,0.27106518636904886
ils=low|length=200|model=hky,"[0.7,0.9)",1441,462,0.8110909090909091,0.32061068702290074,0.2970174603465161,0.3451578480056243
ils=low|length=200|model=hky,"[0.9,0.95)",641,248,0.9259110764430577,0.3868954758190328,0.3499714055992233,0.425167171068287
ils=low|length=200|model=hky,"[0.95,0.99)",1011,464,0.9730415430267062,0.4589515331355094,0.42844749300880497,0.4897663445004183
ils=low|length=200|model=hky,"[0.99,1]",3422,2922,0.9986721215663356,0.8538866160140269,0.8416549575205785,0.8653246062747821
ils=low|length=200|model=hky_g4,"[0,0.5)",2757,688,0.3704900253899166,0.24954660863257164,0.23374876024858768,0.2660414486500322
ils=low|length=200|model=hky_g4,"[0.5,0.7)",1148,503,0.5963371080139374,0.4381533101045296,0.40970507529888284,0.4670140846967276
ils=low|length=200|model=hky_g4,"[0.7,0.9)",1195,729,0.8041380753138075,0.6100418410041841,0.5820771221974361,0.6373013177899651
ils=low|length=200|model=hky_g4,"[0.9,0.95)",415,308,0.9256120481927711,0.7421686746987952,0.6979948178223355,0.7819002069316526
ils=low|length=200|model=hky_g4,"[0.95,0.99)",732,613,0.9731243169398907,0.837431693989071,0.8089521504321927,0.8623879858145213
ils=low|length=200|model=hky_g4,"[0.99,1]",2267,2184,0.9985359505955007,0.9633877370974857,0.9548395365388076,0.9703681045401651
ils=low|length=200|model=jc,"[0,0.5)",1071,177,0.3619579831932773,0.16526610644257703,0.14422532733113788,0.18869963575179458
ils=low|length=200|model=jc,"[0.5,0.7)",872,199,0.6086961009174312,0.22821100917431192,0.20158294327843415,0.2572233066188075
ils=low|length=200|model=jc,"[0.7,0.9)",1401,444,0.8099193433261955,0.3169164882226981,0.29308144969194605,0.34175282628621406
ils=low|length=200|model=jc,"[0.9,0.95)",669,235,0.9264663677130045,0.351270553064275,0.3160392179151846,0.3882002345800238
ils=low|length=200|model=jc,"[0.95,0.99)",1031,473,0.9727895247332687,0.45877788554801163,0.42857008180030465,0.48929174362302585
ils=low|length=200|model=jc,"[0.99,1]",3470,2955,0.9986380403458213,0.8515850144092219,0.8393674634852325,0.8630249541771041
