condition,replicate,locus,ils,sequence_length,analysis_model,support,correct,split_size
ils=low|rep=01|length=1600|model=gtr_g4,1,5,low,1600,gtr_g4,0.894,True,3
ils=low|rep=01|length=1600|model=gtr_g4,1,5,low,1600,gtr_g4,1.0,True,2
ils=low|rep=01|length=1600|model=gtr_g4,1,5,low,1600,gtr_g4,1.0,True,2
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,0.985,True,4
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,0.333,False,2
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,0.333,True,2
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,0.333,False,5
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,0.998,True,10
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,1.0,True,6
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,0.333,False,3
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,0.333,False,2
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,0.981,True,3
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,0.991,True,2
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,0.333,False,4
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,1.0,True,3
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,0.966,True,2
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,1.0,True,6
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,0.333,True,2
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,0.964,True,4
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,1.0,True,2
ils=low|rep=01|length=1600|model=gtr_g4,1,6,low,1600,gtr_g4,1.0,True,2
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,0.892,True,10
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,0.333,False,9
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,1.0,True,3
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,0.333,True,2
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,1.0,True,6
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,0.333,False,5
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,0.333,False,2
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,0.999,True,3
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,0.997,True,2
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,0.884,True,10
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,1.0,True,4
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,0.999,True,2
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,0.999,True,2
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,0.969,True,6
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,0.971,True,5
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,0.333,False,3
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,0.333,False,2
ils=low|rep=01|length=1600|model=gtr_g4,1,7,low,1600,gtr_g4,0.989,False,2
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,0.333,False,3
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,1.0,True,4
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,0.915,True,5
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,0.333,False,8
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,0.976,True,7
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,0.988,True,6
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,0.333,False,2
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,0.333,False,4
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,0.333,False,3
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,1.0,True,2
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,0.333,False,8
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,1.0,True,2
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,1.0,True,6
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,0.333,False,3
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,1.0,True,2
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,0.333,False,3
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,1.0,True,2
ils=low|rep=01|length=1600|model=gtr,1,1,low,1600,gtr,0.999,True,2
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,0.333,False,2
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,0.333,False,5
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,0.999,True,6
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,0.334,False,7
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,0.333,False,3
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,0.989,True,2
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,0.333,False,10
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,0.993,True,10
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,1.0,True,4
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,0.989,True,3
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,1.0,True,2
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,0.997,True,6
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,0.333,False,2
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,0.997,True,4
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,0.99,True,2
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,0.996,True,2
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,1.0,True,3
ils=low|rep=01|length=1600|model=gtr,1,2,low,1600,gtr,1.0,True,2
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,0.333,True,3
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,0.333,False,2
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,1.0,True,4
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,0.333,False,8
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,0.979,True,7
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,0.986,True,6
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,0.333,False,5
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,0.333,True,2
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,0.333,False,3
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,1.0,True,2
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,0.333,False,9
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,0.995,True,6
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,0.333,True,5
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,0.996,True,3
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,0.986,True,2
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,0.333,True,2
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,1.0,True,3
ils=low|rep=01|length=1600|model=gtr,1,3,low,1600,gtr,0.988,True,2
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,0.333,False,2
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,0.333,True,3
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,0.998,True,4
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,1.0,True,6
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,0.333,False,5
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,0.333,False,2
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,0.333,False,3
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,1.0,True,2
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,0.333,False,10
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,0.993,True,10
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,0.333,False,9
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,0.333,False,7
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,0.333,False,6
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,0.333,False,4
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,1.0,True,3
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,1.0,True,2
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,0.333,False,2
ils=low|rep=01|length=1600|model=gtr,1,4,low,1600,gtr,0.333,False,2
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,0.333,False,2
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,0.333,False,4
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,0.333,False,10
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,0.333,False,5
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,1.0,True,4
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,0.333,True,3
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,0.333,False,2
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,0.333,False,5
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,0.933,True,3
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,1.0,True,2
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,1.0,True,2
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,0.333,True,7
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,0.997,True,6
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,0.333,True,5
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,0.999,True,4
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,0.333,True,2
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,0.333,False,2
ils=low|rep=01|length=1600|model=gtr,1,5,low,1600,gtr,0.333,False,2
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,0.996,True,4
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,0.333,False,2
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,0.333,True,2
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,0.333,False,5
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,1.0,True,10
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,1.0,True,6
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,0.333,False,5
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,0.333,False,2
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,0.995,True,3
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,0.997,True,2
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,0.333,False,4
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,1.0,True,3
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,0.99,True,2
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,1.0,True,6
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,0.333,True,2
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,0.99,True,4
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,1.0,True,2
ils=low|rep=01|length=1600|model=gtr,1,6,low,1600,gtr,1.0,True,2
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,0.964,True,10
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,1.0,True,3
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,0.333,True,2
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,0.333,True,7
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,1.0,True,6
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,0.333,False,5
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,0.333,False,2
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,1.0,True,3
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,1.0,True,2
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,0.961,True,10
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,1.0,True,4
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,1.0,True,2
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,1.0,True,2
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,0.99,True,6
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,0.992,True,5
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,0.333,False,3
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,0.333,False,2
ils=low|rep=01|length=1600|model=gtr,1,7,low,1600,gtr,0.997,False,2
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,0.333,True,2
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,0.991,True,2
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,1.0,True,4
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,0.76,True,5
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,0.333,False,8
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,0.921,True,7
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,0.96,True,6
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,0.333,True,4
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,0.333,False,3
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,1.0,True,2
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,0.333,False,2
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,0.999,True,6
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,0.333,False,3
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,1.0,True,2
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,0.333,False,3
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,0.997,True,2
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,0.333,True,3
ils=low|rep=01|length=1600|model=hky_g4,1,1,low,1600,hky_g4,1.0,True,2
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,0.333,False,2
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,0.334,False,5
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,0.998,True,6
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,0.334,False,7
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,0.333,False,3
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,0.984,True,2
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,0.333,False,10
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,0.991,True,10
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,1.0,True,4
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,0.983,True,3
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,1.0,True,2
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,0.995,True,6
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,0.333,True,5
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,0.996,True,4
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,0.984,True,2
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,0.994,True,2
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,0.999,True,3
ils=low|rep=01|length=1600|model=hky_g4,1,2,low,1600,hky_g4,1.0,True,2
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,0.333,False,2
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,0.333,False,3
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,1.0,True,4
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,0.333,False,7
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,0.333,False,8
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,0.959,True,7
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,0.982,True,6
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,0.333,False,5
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,0.333,False,3
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,1.0,True,2
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,0.333,False,2
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,0.994,True,6
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,0.333,True,5
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,0.995,True,3
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,0.983,True,2
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,0.333,True,2
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,1.0,True,3
ils=low|rep=01|length=1600|model=hky_g4,1,3,low,1600,hky_g4,0.984,True,2
ils=low|rep=01|length=1600|model=hky_g4,1,4,low,1600,hky_g4,0.333,True,2
ils=low|rep=01|length=1600|model=hky_g4,1,4,low,1600,hky_g4,0.333,True,3
